id,title,link,content,gold_label
298,صدارتی الیکشن جیتنے کا کتنا چانس ہے؟ ٹرمپ نے ووٹنگ سے پہلے دعویٰ کردیا,https://urdu.geo.tv/latest/385694-,واشنگٹن: امریکی صدارتی انتخابات کے لیے ووٹنگ کے آغاز  میں چند گھنٹے باقی ہیں اور ایسے میں ڈونلڈ ٹرمپ نے دعویٰ کیا ہے کہ انتخابات میں ان کی کامیابی کا 95 فیصد امکان ہے۔ ریپبلکن صدارتی امیدوارٹرمپ نے مشی گن میں انتخابی ریلی سے خطاب کرتے ہوئے کہا کہ میرےصدارتی انتخابات جیتنے کا 95 فیصدامکان ہے۔ انہوں نے کہا کہ کامیابی ممکن ہے اگر ہم سب ووٹ دیں اور اگر میں  انتخابات جیتا تو امریکا کو  نئی بلندیوں پر لےجاؤں گا۔ ڈونلڈ ٹرمپ نے اپنے خطاب میں توانائی انڈسٹری پر توجہ مرکوزکرکے افراط زر ختم کرنے اور آٹوموبائل مینوفیکچرنگ انڈسٹری کی بحالی کا وعدہ کیا۔ واضح رہے کہ امریکہ میں آج صدارتی انتخابات منعقد ہونگے چند گھنٹوں بعد ہی امریکی صدر کے انتخاب کے لیے ووٹنگ کا آغاز ہو جائے گا۔ امریکی جریدے فارچیون کے مطابق مہم کے آخری مرحلے میں پیش گوئی اچانک ٹرمپ سے ہٹ گئی اور ہیرس کامیاب ہورہی ہیں پاکستان کو سب سے زیادہ امداد ریپبلکن ادوار  میں ملی جبکہ  ڈیموکریٹک ادوار کے دوران پاکستان پر پابندیاں لگیں تاہم 2024 میں حالات مختلف ہیں: ماہرین,world
299,بھارت: بروقت ایمبولینس نہ ملنے پر ہاتھ گاڑی پر بچے کی پیدائش، نومولود زندہ نہ بچ سکا,https://urdu.geo.tv/latest/385693-,بھارت میں بروقت ایمبولینس نہ ملنے پر خاتون نے ہاتھ گاڑی پر بچے کو جنم دے دیا۔ بھارتی میڈیا کے مطابق واقعہ ریاست مدھیہ پردیش کے ضلع سیدھی میں پیش آیا جہاں 26 سالہ ارمیلا راجک نامی حاملہ خاتون کی طبیعت بگڑگئی۔ انتظامیہ نے بتایا کہ خاتون تنگ گلیوں والے علاقے میں رہتی تھی جسے ایمبولینس کیلئے مین روڈ تک آنے کی ضرورت تھی۔ انتظامیہ کے مطابق ایمبولینس کے تاخیر سے پہنچنے کے سبب خاتون کی فیملی نے طبیعت کو دیکھتے ہوئے ہاتھ گاڑی پر ہی انہیں اسپتال پہنچانے کا بندوبست کیا لیکن خاتون کے ہاں اسپتال پہنچے سے قبل ہی بچے کی پیدائش ہوگئی۔ انتظامیہ نے مزید بتایا کہاسپتال پہنچنے کے بعد عملے نے خاتون کا معائنہ کیا اور 24 گھنٹے قبل بچے کے رحم میں ہی فوت ہونے کے حوالے سے آگاہ کیا۔ انتظامیہ کا کہنا ہےکہ خاتون کے اہل خانہ کی جانب سے سینٹرلائزڈ کال سینٹر پر کال کرنے کے تقریباً 25 منٹ بعد ایمبولینس پہنچی جس پر محکمہ صحت کے اہلکاروں کو نوٹس بھیجے گئے ہیں۔,world
300,زینت امان کی 12 سال بعد ازدواجی زندگی چھوڑنے کی اصل وجہ سامنے آگئی,https://www.express.pk/story/2732061/zeenataman-ki-12years-bad-izdiwaji-zindgai-chorne-ki-asal-waja-samne-agayi,بالی وڈ کی مشہور اداکارہ زینت امان نے اپنے شوہر مظہر خان کے ساتھ اپنی شادی کے مشکل لمحات کے بارے میں انکشاف کیا۔ زینت امان نے بتایا کہ شادی کے پہلے سال ہی انہیں اندازہ ہوگیا تھا کہ یہ فیصلہ ان کی زندگی کا سب سے بڑا غلط قدم تھا۔ 1985 میں شادی کے بعد انہیں شوہر کی بے وفائی کا علم ہوا، مگر اپنے دو بچوں کی خاطر انہوں نے 12 سال اس رشتے کو نبھایا۔ ایک پرانے انٹرویو میں زینت نے بتایا کہ جب ان کا پہلا بیٹا پیدا ہوا تو وہ شادی ختم کرنے کا سوچ رہی تھیں، مگر انہوں نے اپنے بچے کو موقع دینے کے لیے اپنے شوہر کے ساتھ رہنے کا فیصلہ کیا۔ انہوں نے مظہر خان کی بیماری میں ان کی دیکھ بھال کو اپنی ذاتی ذمہ داری بنا لیا اور شوہر کی بیماری کے دوران انہیں انجکشن دینا، ڈریسنگ کرنا اور بیگ تبدیل کرنا بھی آ گیا۔ زینت امان نے مزید کہا کہ اس تمام عرصے میں انہیں کبھی اپنے لئے ہمدردی یا محبت نہیں ملی۔ شوہر کی صحت بحال ہونے کے بعد مظہر خان دواؤں کے عادی ہوگئے، جس سے ان کی گردوں کو نقصان پہنچا۔ زینت نے کہا کہ انہوں نے اپنے بچوں کی خاطر یہ رشتہ نبھانے کی پوری کوشش کی، مگر آخرکار اپنی ذہنی سکون کی خاطر انہوں نے اس رشتے کو چھوڑنے کا فیصلہ کیا۔,entertainment
301,علی فضل اور ریچا چڈھا کی ننھی پری کا نام سامنے آگیا,https://www.express.pk/story/2732057/alifazal-or-richachaddha-ki-nanhi-pari-ka-naam-samne-aagya,"بالی ووڈ کی معروف اداکارہ ریچا چڈھا اور ان کے شوہر اداکار علی فضل نے اپنی نومولود بیٹی کے نام کا اعلان کر دیا۔ ریچا نے انسٹاگرام پر اپنی بیٹی اور علی کے ساتھ کچھ دلکش تصاویر شیئر کرتے ہوئے بتایا کہ انہوں نے اپنی بیٹی کا نام زونیرا ادا فضل رکھا ہے۔ بھارتی میڈیا کے مطابق زونیرا اردو زبان کا لفظ ہے جس کا مطلب ""جنت کے پھول"" ہے، جبکہ ""ادا"" لفظ جرمن اور یونانی زبانوں سے لیا گیا ہے جس کے معنی ""محنتی"" کے ہیں۔ یاد رہے کہ ریچا چڈھا اور علی فضل کی شادی 2020ء میں ہوئی تھی، اور ان کے گھر 16 جولائی 2024ء کو بیٹی کی پیدائش ہوئی۔",entertainment
302,پاکستانی فلمی ستاروں کا سرکاری اعزازات واپس کرنے کا اعلان,https://www.express.pk/story/2732055/pakstani-flmi-staro-ka-srkari-aaazazat-oaps-krn-ka-aaalan,پاکستانی فلمی صنعت کے مشہور ہدایتکار سید نور اور دیگر فنکاروں نے اپنی سرکاری اعزازات حکومت کو واپس کرنے کا اعلان کرتے ہوئے کہا کہ یہ اعزازات صرف دیوار کی زینت بن کر رہ گئے ہیں۔ ان کا کہنا تھا کہ حکومت فنکاروں کو کوئی سہولت فراہم نہیں کرتی، نہ ٹرین میں آدھی ٹکٹ پر سفر کا موقع ملتا ہے اور نہ ہی ہوائی سفر میں کوئی رعایت دی جاتی ہے۔ یہ اعلان اداکارہ میرا کی رہائشگاہ پر منعقدہ عشایئے کے دوران کیا گیا، جو پاکستان فلم پروڈیوسر ایسوسی ایشن کے اعزاز میں دیا گیا تھا۔ عشائیے میں نامور فلمی شخصیات جیسے کہ شہزاد رفیق، مسعود بٹ، صفدر ملک، معمر رانا، لیلی علی اور گلوکار وارث بیگ نے بھی شرکت کی۔ سید نور کے اعلان پر تقریب میں موجود تمام شخصیات نے تالیاں بجا کر اس فیصلے کی حمایت کی۔ معمر رانا نے اس موقع پر کہا کہ کچھ لوگ ہمیں فلم انڈسٹری کے زوال کا ذمہ دار ٹھہراتے ہیں، لیکن سوال یہ ہے کہ ہمیں آپ نے دیا کیا ہے؟ اداکارہ میرا نے کہا کہ اگر وہ پاکستان فلم انڈسٹری کی اصل کہانی سنائیں گی تو وہ جذباتی ہو جائیں گی۔ انہوں نے کہا کہ ان کے دل اور آنسو اس انڈسٹری سے جڑے ہیں، جس کی کہانی ایک پل میں نہیں سنائی جا سکتی۔,entertainment
303,منی رتنم اور کمل ہاسن کی 37 سال بعد واپسی، 'ٹھگ لائف' کا زبردست ٹیزر جاری,https://www.express.pk/story/2732050/maniratnam-or-kamalhassan-ki-37years-bad-wapsi-thuglife-ka-teaser-release,لیجنڈری کمل ہاسن کے 70ویں جنم دن کے موقع پر ان کی نئی فلم ’ٹھگ لائف‘ کا ٹیزر جاری کر دیا گیا ہے، جس نے ان کے مداحوں کو حیران کر دیا ہے۔ اس فلم میں کمل ہاسن اور مشہور ڈائریکٹر منی رتنم 37 سال بعد دوبارہ اکٹھے ہو رہے ہیں۔ فلم میں ایکشن اور ڈرامے کی بھرپور جھلک دکھائی گئی ہے، جس میں سلہامبرسن بھی شامل ہیں جنہوں نے اپنے رقص سے شائقین کو خوش کر دیا۔ تاہم، تریشا کرشنن کی عدم موجودگی نے کچھ مداحوں کو مایوس کیا۔ فلم کی کہانی کے بارے میں تفصیلات ابھی تک سامنے نہیں آئیں، لیکن ذرائع کے مطابق ٹھگ لائف میں کمل ہاسن کا مخصوص اندازِ ڈرامہ، ایکشن اور معاشرتی پیغام نمایاں ہوگا۔ ’ٹھگ لائف‘ میں کمل ہاسن کے ساتھ سلہامبرسن، تریشا کرشنن، اشوک سیلوان، ایشوریا لیکشمی، جوجو جارج، علی فضل، پنکج تریپاتھی، جسو سینگپتا اور سانیہ ملہوترا جیسے مشہور اداکار بھی شامل ہیں۔ فلم کی ریلیز 5 جون 2025 کو طے کی گئی ہے، جبکہ کمال ہاسن کی اس فلم کو دیکھنے کے لیے ان کے پرستار بے چینی سے انتظار کر رہے ہیں۔,entertainment
304,آمنہ ملک کو شادی کے بعد کن حقیقتوں کا سامنا کرنا پڑا؟,https://www.express.pk/story/2732044/shadi-ke-baad-amnamalik-ko-kin-haqiqaton-ka-samna-karna-para,پاکستانی اداکارہ اور ماڈل آمنہ ملک نے حال ہی میں ندا یاسر کے مارننگ شو میں شرکت کرتے ہوئے اپنی شادی کے تجربات اور اس میں آنے والی تبدیلیوں پر کھل کر بات کی۔ آمنہ ملک نے بتایا کہ انہوں نے صرف ساڑھے 18 سال کی عمر میں شادی کی تھی، یہ سوچ کر کہ شادی کے بعد مزے ہوں گے، ڈانس، مہندی اور خوشیوں کی تقریبات ہوں گی۔ مگر شادی کے بعد ان کی زندگی میں ذمہ داریوں کا ایک نیا باب شروع ہوگیا۔ آمنہ ملک نے بتایا کہ شادی کے بعد انہیں پہلی بار احساس ہوا کہ شادی محض تقریبات تک محدود نہیں ہوتی بلکہ اس میں گھر اور سسرالی ذمہ داریاں بھی شامل ہوتی ہیں۔ انہوں نے کہا کہ انہیں نئے گھر میں جانا اور وہاں کے اصول و ضوابط کو سمجھنا بھی ضروری تھا۔ اداکارہ کا کہنا تھا کہ پہلے ان کے ذہن میں شادی کا مطلب صرف خوشیاں اور میل ملاپ تھا، مگر شادی کے چند دن بعد جب تقریبات ختم ہوگئیں تو انہیں اندازہ ہوا کہ زندگی کی اصل ذمہ داریاں کیا ہیں اور شادی کی حقیقت کیا ہے۔ آمنہ نے مزید بتایا کہ شادی کے بعد ان کو سسرالی گھر کی پابندیاں اور اپنے فیصلوں کی محدودیت کا بھی سامنا کرنا پڑا، جس سے انہوں نے بہت کچھ سیکھا۔,entertainment
305,سلمان خان کو قتل کی دھمکی دینے والا شخص کرناٹکا سے گرفتار,https://www.express.pk/story/2732030/salmankhan-ko-dhamki-dene-wala-shaks-arrest-lawrancebishnoi-ka-fan-nikla,"ہویری کے سپرنٹنڈنٹ پولیس انشو کمار نے بتایا کہ ""مہاراشٹر اے ٹی ایس"" کی اطلاع پر کارروائی کرتے ہوئے ملزم کو ہویری ٹاؤن سے گرفتار کیا گیا۔ ذرائع کے مطابق ملزم کرناٹکا کے مختلف علاقوں میں مزدوری کر رہا تھا اور گوودر اونی میں کرائے کے ایک کمرے میں رہائش پذیر تھا۔ ملزم نے ممبئی پولیس کو کال کر کے دھمکی دی کہ اگر سلمان خان نے ان کے مندر میں جا کر معافی نہیں مانگی یا پانچ کروڑ روپے ادا نہیں کیے تو انہیں قتل کر دیا جائے گا۔ ملزم نے اپنے آپ کو لارنس بشنوئی کے بھائی کے طور پر پیش کیا۔ مزید تحقیقات کے لیے ملزم کو ممبئی لایا جا رہا ہے۔ سلمان خان کے حوالے سے، وہ اس وقت بگ باس 18 اور اپنی آنے والی فلم سکندر کی شوٹنگ میں مصروف ہیں۔",entertainment
306,نیا پروجیکٹ، نیا اسٹائل! پری نیتی چوپڑا کا اشارہ، مداح تجسس میں مبتلا,https://www.express.pk/story/2732026/newprject-newstyle-parinitichopra-ka-ishara-madah-tajassus-main-mubtila,"بالی ووڈ اداکارہ پری نیتی چوپڑا نے اپنے سوشل میڈیا اکاؤنٹ پر اپنی نئی فلم کا اشارہ دے کر مداحوں کی توجہ حاصل کرلی ہے۔ حال ہی میں کروا چوتھ اور دیوالی منانے کے بعد، پری نیتی نے اپنے بالوں کو نیا اسٹائل دیا ہے اور اس موقع پر ایک پوسٹ میں لکھا کہ ""نئی فلم، نئے بال""۔ پری نیتی نے اپنے نئے اسٹائل کی تصاویر شیئر کیں اور کراوماکے سیلون کا شکریہ ادا کیا۔ مداحوں نے ان کی تصاویر پر محبت بھرے تبصرے کیے، جیسے ""کیا پیاری لگ رہی ہو"" اور ""بہت خوبصورت""، اور ان کے نئے پروجیکٹ کے لئے نیک خواہشات کا اظہار کیا۔ کچھ مداحوں نے تو انہیں ورون دھون کے ساتھ فلم میں دیکھنے کی خواہش بھی ظاہر کی۔ پری نیتی چوپڑا نے اپنی آخری فلم ""امر سنگھ چمکیلا"" میں بہترین اداکاری سے لوگوں کے دل جیت لیے تھے۔",entertainment
307,وکی کوشل اور الو ارجن کی فلموں کی ریلیز تاریخوں میں تبدیلی، باکس آفس پر بڑی ٹکر سے اجتناب,https://www.express.pk/story/2732022/oki-koshl-aor-alo-arjn-ki-flmo-ki-riliz-tarikho-mi-tbdili-baks-aafs-pr-bi-kr-s-ajtnab,"وکی کوشل کی تاریخی فلم ""چھاوا"" کی ریلیز کو ملتوی کر دیا گیا ہے تاکہ اس کا سامنا الو ارجن کی فلم ""پشپا 2: دی رول"" سے نہ ہو۔ ""چھاوا""، جو کہ چھترپتی شیواجی مہاراج کے بیٹے سمبھاجی مہاراج کی زندگی پر مبنی ہے، ایک بڑا پروجیکٹ ہے جس پر کئی سالوں سے کام ہو رہا ہے۔ ذرائع کے مطابق پروڈکشن ہاؤس اور فلم کے ہدایتکار لکشمن اُتیکر نے یہ فیصلہ کیا ہے تاکہ فلم کو مناسب توجہ مل سکے اور اس کا باکس آفس پر بہترین ممکنہ اثر پڑے۔ دلچسپ بات یہ ہے کہ رشمیکا مندنا، جو ""پشپا 2"" میں ایک اہم کردار ادا کر رہی ہیں، ""چھاوا"" کا بھی حصہ ہیں۔ فی الحال ""چھاوا"" کی نئی ریلیز کی تاریخ کا اعلان نہیں کیا گیا، لیکن ""پشپا 2"" سے مقابلہ نہ کرنے کا یہ فیصلہ دونوں فلموں کے لیے فائدہ مند ثابت ہو سکتا ہے۔",entertainment
308,دیپیکا پڈوکون اور رنویر سنگھ کی بیٹی کے نام پر تنازع، نام 'دعا' کیوں رکھا؟,https://www.express.pk/story/2732018/deepikapadukon-or-ranvirsingh-ki-beti-ke-name-par-tanaza-name-dua-kyun-rakha,"بالی ووڈ کے مشہور جوڑی دیپیکا پڈوکون اور رنویر سنگھ کو اپنی بیٹی کا نام ""دعا"" رکھنے پر سوشل میڈیا پر شدید تنقید کا سامنا ہے۔ جوڑے نے دیوالی کے موقع پر اپنی نومولود بیٹی کی تصویر شیئر کرتے ہوئے اعلان کیا کہ انہوں نے اس کا نام ""دعا"" رکھا ہے، جس کا مطلب ہے ""دعا""، اور کہا کہ وہ ان کی دعاؤں کا جواب ہے۔ تاہم، سوشل میڈیا پر چند صارفین نے اس پر سوال اٹھایا کہ ہندو مذہب سے تعلق رکھنے والے اس جوڑے نے اپنی بیٹی کا عربی نام کیوں رکھا۔ ناقدین نے کہا کہ جوڑے کو سنسکرت کا متبادل نام ""پرارتھنا"" رکھنا چاہیے تھا جس کا مطلب بھی دعا ہی ہے۔ سوشل میڈیا پر کچھ صارفین نے کہا کہ ""ہندی نام کیوں نہیں؟"" جبکہ کچھ نے جوڑے کی مذہبی شناخت کی طرف اشارہ کرتے ہوئے کہا کہ انہیں اپنے ثقافتی ورثے سے کوئی نام رکھنا چاہیے تھا۔ دیپیکا اور رنویر، جو اپنے کلچر کے تئیں عزت کا رویہ رکھتے ہیں، نے اپنی شادی میں ہندو اور سکھ روایات کو شامل کیا تھا۔ تاہم، موجودہ دور میں بھارت میں بڑھتی ہوئی مذہبی تقسیم اور عدم برداشت کے ماحول میں اس فیصلے نے ایک بار پھر مذہبی حساسیت کو اجاگر کیا ہے۔ دوسری جانب، کئی مداحوں نے جوڑے کے فیصلے کی حمایت کی اور کہا کہ والدین کو یہ آزادی ہونی چاہیے کہ وہ اپنے بچوں کے نام کسی بھی ثقافتی پس منظر سے رکھ سکیں۔",entertainment
309,"""رنبیر کپور کے مداحوں کے لیے خوشخبری: 'اینمل پارک' کا انتظار ختم ہونے والا ہے""",https://www.express.pk/story/2732017/ranbirkapoor-ke-fans-kelye-goodnews-animalpark-ka-wait-end-honay-wala-hai,"بالی ووڈ سپر اسٹار رنبیر کپور کی 2023 کی مشہور فلم ""اینمل"" میں ان کے کردار رنوِجئے سنگھ کی شدید پرفارمنس نے شائقین پر گہرا اثر چھوڑا ہے، اور فلم کے پوسٹ کریڈٹس سین نے اگلے سیکوئل ""اینمل پارک"" کی طرف اشارہ کیا، جس نے مداحوں میں مزید جوش و خروش پیدا کر دیا۔ حال ہی میں، بھوشن کمار نے ""اینمل پارک"" کے بارے میں خصوصی بات چیت میں بتایا کہ یہ پروجیکٹ واقعی بننے جا رہا ہے اور فلم کی شوٹنگ چھ ماہ بعد شروع ہوگی۔ بھوشن کمار نے کہا، ""ہم چھ ماہ کا وقفہ لیں گے اور پھر فوراً 'اینمل پارک' کا آغاز کریں گے۔"" سندیپ ریڈی وانگا اس وقت پربھاس کے ساتھ اپنی تلگو فلم ""اسپرٹ"" پر کام کر رہے ہیں، لیکن وہ بھی جلد ""اینمل"" کی دنیا میں واپس جانے کے لیے پُرجوش ہیں۔ رنبیر کپور نے بھی اس سیکوئل کے بارے میں اپنے جوش کا اظہار کیا اور بتایا کہ ونگا نے انہیں ""اینمل پارک"" کے کچھ مناظر سنائے، جنہوں نے انہیں مزید تجسس میں ڈال دیا۔ علاوہ ازیں، رنبیر کپور اس وقت نیتیش تیواری کی ""رامائن"" اور سنجے لیلا بھنسالی کی فلم ""لو اینڈ وار"" میں عالیہ بھٹ اور وکی کوشل کے ساتھ کام کر رہے ہیں۔",entertainment
310,سنیل شیٹھی حادثے کا شکار، شدید زخمی ہوگئے,https://www.express.pk/story/2732006/sunil-shetty-hadsy-ka-shikar-shadid-zakhmi-hogaye,بالی ووڈ کے مقبول اداکار سنیل شیٹھی شوٹنگ کے دوران حادثے کا شکار ہوکر زخمی ہو گئے۔ بھارتی میڈیا کے مطابق سنیل اپنی نئی ویب سیریز ’ہنٹر 2‘کی شوٹنگ کر کر رہے تھے کہ جب ایکشن سین فلماتے ہوئے ایک وزنی لکڑی ان کی پسلیوں پر لگ گئی جس سے انہیں شدید چوٹ آئی۔ ڈاکٹروں کو فوراً سیٹ پر بلایا گیا تاکہ ان کا معائنہ کیا جا سکے، اداکار کا ایکسرے بھی کیا گیا ہے جس سے معلوم ہوا ہے کہ ان کی پسلیوں پر گہری چوٹ آئی ہے، پنک وِلا کو اداکار کی ٹیم کے زرائع نے بتایا ہے کہ وہ شدید تکلیف میں ہیں اور فی الوقت شوٹنگ کو روک دیا گیا ہے۔ تاہم اداکار نے اپنی انسٹاگرام اسٹوری پر مداحوں کو اپنی صحت سے متعلق آگاہ کرتے ہوئے یہ اطلاع دی ہے کہ وہ معمولی زخمی ہوئے ہیں اور جلد شوٹنگ پر واپس جائیں گے۔ یاد رہے کہ گزشتہ برس ایمیزون مینی ٹی وی پر ریلیز کی جانے والی ویب سیریز ہنٹر میں سنیل شیٹھی نے نے اے سی پی وکرم کا کردار نبھایا تھا۔ یہ سیریز ممبئی کے انڈرورلڈ پر مبنی ہے جہاں وکرم مختلف چیلنجز کا سامنا کرتے ہیں۔ اس ویب سیریز کے اگلے سیزن میں میں سنیل شیٹھی کے ساتھ ایشا دیول اور جیکی شراف بھی مرکزی کردار نبھاتے نظر آئیں گے جبکہ راہل دیو، برکھا بشٹ، مہر آہوجا، کرنویر شرمااور دیگر اداکار بھی معاون کرداروں میں شامل ہیں۔ ہنٹر 2 کے علاوہ، سنیل شیٹھی مزید منصوبوں پر بھی کام کر رہے ہیں جن میں ’ویلکم ٹو دی جنگل‘ شامل ہے  جس میں وہ اکشے کمار کے ساتھ نظر آئیں گے۔,entertainment
311,خلیل الرحمٰن ہنی ٹریپ کیس میں اہم پیشرفت,https://www.express.pk/story/2732001/khalil-ur-rehman-honeytrap-case-me-aham-peshraft,پاکستان شوبز کے معروف ڈرامہ نگار خلیل الرحمٰن ہنی ٹریپ کیس کی ملزمہ نے توہین عدالت کی درخواست دائر کردی۔ رپورٹ کے مطابق عدالت میں درخواست ہنی ٹریپ کیس کی ملزمہ درخواست آمنہ عروج کی والدہ نے دائر کی ہے۔ توہین عدالت کی درخواست میں ایف آئی اے کو فریق بنایا گیا ہے، درخواست میں ملزمہ کی جانب سے موقف اختیار کیا گیا ہے لاہور ہائیکورٹ نے آمنہ عروج کا بیان رکارڈ کرکے ایف آئی اے کو مقدمہ درج کرنے کا حکم دیا تھا، متعدد مرتبہ ایف آئی اے سے رجوع کیا لیکن سنوائی نہیں ہوئی۔ درخواست میں مزید کہا گیا کہ ایف آئی اے نے عدالتی حکم کی خلاف ورزی کی ہے۔ درخواست میں ملزمہ کی والدہ کی جانب سے استدعا کی گئی ہے کہ عدالت ایف آئی اے کے خلاف توہین عدالت کی کارروائی کرے۔ واضح رہے کہ عدالت نے ایف آئی اے کو نوٹس جاری کرتے ہوئے جواب طلب کر لیا ہے۔,entertainment
312,سلمان کے بعد شاہ رُخ خان کو بھی قتل کی دھمکی مل گئی,https://www.express.pk/story/2731990/salman-khan-k-baad-shahrukh-khan-ko-bhi-qatal-ki-dhamki-mil-gai,بالی ووڈ کے سپر اسٹار شاہ رخ خان کو حال ہی میں قتل کی دھمکی موصول ہوئی ہے۔ بھارتی میڈیا کے مطابق پولیس نے فوری طور پر تفتیش شروع کر دی جس سے معلوم ہوا کہ یہ دھمکی آمیز کال ریاست چھتیس گڑھ کے شہر رائے پور سے آئی۔ ممبئی پولیس نے باندرا پولیس اسٹیشن میں مقدمہ درج کر لیا ہے اور کال ٹریس کر کے ملزم کا پتہ لگا لیا ہے جس کی شماخت فیضان کے نام سے ہوئی ہے۔ رائے پور پولیس ملزم فیضان کو گرفتار کرنے کیلئے چھاپے مار کارروائیاں کر رہی ہے۔ مذکورہ ملزم کی جانب سے اداکار سے 50 لاکھ تاوان کا مطالبہ بھی کیا گیا ہے۔ یہاں یہ بات قابل غور ہے کہ یہ دھمکی اس وقت سامنے آئی جب سلمان خان کو مسلسل جان سے مارنے اور تاوان ادا کرنے کی دھمکیاں مل رہی ہیں  جس کے بعد اب شاہ رخ خان کو بھی قتل کی دھمکی دی گئی ہے۔ A post shared by Pinkvilla (@pinkvilla) دوسری جانب رائے پور ایس ایس پی سنتوش کمار سنگھ کے مطابق ممبئی پولیس نے ابھی تک رائے پور پولیس کو کسی کال کی باضابطہ اطلاع نہیں دی ہے۔ تاہم باندرا پولیس نے اس سلسلے میں بھارتی قانون کی کئی دفعات کے تحت مقدمہ درج کیا ہے اور  ان کا ملزم فیضان کو گرفتار کر کے ممبئی لے جا کر پوچھ گچھ کرنے کا ارادہ ہے۔,entertainment
313,کینسر کی تشخیص پر لگا تھا مرنے والی ہوں، منیشا کوئرالہ,https://www.express.pk/story/2731983/cancer-ki-tashkhis-pr-lga-taa-marne-wali-hon-manisha-koirala,نیپال سے تعلق رکھنے والی بالی ووڈ کی اداکارہ منیشا کوئرالہ نے ایک حالیہ انٹرویو میں انکشاف کیا ہے کہ جب ان میں کینسر کی تشخیص ہوئی تو انہیں لگا تھا کہ اب وہ مرجائیں گی۔ اداکارہ منیشا کوئرالہ کا انٹرویو سوشل میڈیا پر وائرل ہورہا ہے جس میں انہوں نے شوبز سمیت اپنی ذاتی زندگی کے بارے میں کھل کر بات کی۔ اداکارہ نے بتایا کہ جب 2012 میں ڈاکٹرز نے انہیں بتایا کہ وہ اوورین کینسر میں مبتلا ہیں تو یہ ان کیلئے ایک بہت بڑا دھچکا تھا اور انہیں ایسا محسوس ہوا تھا کہ اب وہ مرنے والی ہیں۔ A post shared by Ovacome ovarian cancer (@ovacomecharity) تاہم اداکارہ نے ہمت نہ ہارتے ہوئے بہادری سے اس مشکل کا شامنا کیا اور وہ کینسر کو شکست دینے میں کامیاب ہوگئیں۔ منیشا نے انکشاف کیا کہ جب انہوں نے کینسر پر قابو پالیا تو انہیں برطانوی شاہی خاندان کی بہو کیٹ مڈلنٹن جو خود بھی کینسر سے جنگ لڑ رہی ہیں، نے جذبات سے بھرا ایک خط لکھا تھا جس میں انہوں نے ادکارہ سے عیادت کی اور انکی خوب حوصلہ افزائی کی۔ A post shared by Manisha Koirala (@m_koirala) انٹرویو میں 54 سالہ منیشا نے کہا جب وہ کینسر سے جنگ لڑ رہی تھیں تو انہیں زندگی کی قیمت کا اندازہ ہوا  وہ چاہتی تھیں کہ وہ صحتیاب ہوجائیں اور انہیں ایک بار جینے کا موقع ملے تاکہ وہ اپنی زندگی کو بہتر انداز میں گزار سکیں، اداکارہ کا کہنا تھا کہ انہیں لگنے لگا تھا کہ اپنی اب تک کی زندگی انہوں نے سب کچھ صرف تباہ کیا تھا۔ اداکارہ نے انکشاف کیا جب بیماری تشخیص ہوئی تو انہیں یہ نہیں معلوم تھا کہ وہ اوورین کینسر کے آخری اسٹیج پر ہیں اس لئے وہ خوفزدہ ہوگئی تھیں اور موت کا ڈر انہیں مزید اذیت دے رہا تھا۔ A post shared by Manisha Koirala (@m_koirala) 1991 میں فلم سوداگر سے شوبز کی دنیا میں قدم رکھنے والی منیشا کو مادھوری کی ہمشکل قرار دیا گیا، اس پر بات کرتے ہوئے ان کا کہنا تھا کہ مادھوری بہترین اداکارہ ہیں اور ان کی ہمشکل قرار دیئے جانا ان کیلئے اعزاز کی بات تھی، منیشا اور مادھوری کا گانا ’بڑی مشکل بابا بڑی مشکل‘ بھی خوب مشہور ہوا تھا اور انہیں اس گانے میں ایک ساتھ بہت پسند کیا گیا تھا۔ یاد رہے کہ منیشا نے سالوں بعد سنجے لیلیٰ بھنسالی کی ویب سیریز ’ہیرا منڈی‘ سے بڑے پردے پر واپسی کی جس میں ان کی اداکاری کو خوب سراہا گیا۔,entertainment
